%time,field.data
1431970000000,-0.00240480899810791
1431970000000,-0.0024508237838745117
1432010000000,-0.002267003059387207
1432010000000,-0.0022467374801635742
1432050000000,-0.002495288848876953
1432050000000,-0.002386331558227539
1432090000000,-0.0017455816268920898
1432090000000,-0.0015931129455566406
1432150000000,-0.002244234085083008
1432150000000,-0.0014709234237670898
1432150000000,-0.0011960268020629883
1432190000000,-0.0014427900314331055
1432190000000,-0.002391815185546875
1432190000000,-0.0017701387405395508
1432220000000,-0.002056121826171875
1432260000000,-0.0007255077362060547
1432260000000,-0.0007014274597167969
1432300000000,-0.0011118650436401367
1432300000000,-0.001408219337463379
1432340000000,-0.0011669397354125977
1432340000000,-0.0005689859390258789
1432400000000,8.720159530639648e-05
1432400000000,-0.0006860494613647461
1432450000000,6.723403930664062e-05
1432450000000,-0.0004729032516479492
1432450000000,8.237361907958984e-05
1432500000000,0.0006659030914306641
1432500000000,0.0005905628204345703
1432500000000,-0.00045430660247802734
1432520000000,0.0007363557815551758
1432560000000,0.0011460185050964355
1432560000000,0.000889897346496582
1432600000000,0.001576244831085205
1432600000000,0.0006380081176757812
1432650000000,0.0016967058181762695
1432650000000,0.0016078352928161621
1432690000000,0.002383112907409668
1432690000000,0.0017054080963134766
1432740000000,0.0015780925750732422
1432740000000,0.0014988183975219727
1432740000000,0.0006464719772338867
1432780000000,0.0008546710014343262
1432780000000,0.0022385716438293457
1432800000000,0.0024566650390625
1432820000000,0.0038691163063049316
1432870000000,0.0024476051330566406
1432870000000,0.0007019639015197754
1432910000000,0.00013214349746704102
1432910000000,0.0010739564895629883
1432960000000,0.0009902715682983398
1432960000000,0.000674903392791748
1432960000000,0.0013863444328308105
1433010000000,0.0015297532081604004
1433010000000,0.0025225281715393066
1433020000000,0.0015920400619506836
1433040000000,0.002158045768737793
1433090000000,0.002154231071472168
1433090000000,0.0025221705436706543
1433130000000,0.002061128616333008
1433140000000,0.001356363296508789
1433180000000,0.002002239227294922
1433180000000,0.0018630027770996094
1433230000000,0.0016758441925048828
1433230000000,0.0028529763221740723
1433230000000,0.0023850202560424805
1433270000000,0.002362847328186035
1433270000000,0.0013461709022521973
1433280000000,0.0020821690559387207
1433310000000,0.002313554286956787
1433350000000,0.004054605960845947
1433350000000,0.0015950202941894531
1433400000000,0.0021889805793762207
1433400000000,0.0013614892959594727
1433450000000,0.002366781234741211
1433450000000,0.0015531182289123535
1433450000000,0.001138925552368164
1433500000000,0.0031031370162963867
1433500000000,0.002034306526184082
1433500000000,0.002861201763153076
1433520000000,0.0027571916580200195
1433560000000,0.0017631053924560547
1433560000000,0.002472519874572754
1433600000000,0.002237677574157715
1433600000000,0.003644227981567383
1433660000000,0.002960026264190674
1433660000000,0.003115236759185791
1433660000000,0.003241896629333496
1433710000000,0.003320932388305664
1433710000000,0.002499401569366455
1433720000000,0.0033902525901794434
1433740000000,0.0018333196640014648
1433770000000,0.0024076104164123535
1433820000000,0.0018687248229980469
1433820000000,0.003306090831756592
1433820000000,0.002534031867980957
1433870000000,0.0017854571342468262
1433870000000,0.0025510787963867188
1433880000000,0.0017833113670349121
1433900000000,0.0018077492713928223
1433940000000,0.0021419525146484375
1433940000000,0.0019326210021972656
1433990000000,0.002927541732788086
1433990000000,0.0013818740844726562
1434030000000,0.0022585391998291016
1434030000000,0.0013131499290466309
1434070000000,0.0015109777450561523
1434070000000,0.0015830397605895996
1434130000000,0.0022960901260375977
1434130000000,0.0025416016578674316
1434130000000,0.003529489040374756
1434180000000,0.0013464093208312988
1434180000000,0.0013687610626220703
1434180000000,0.0027046799659729004
1434200000000,0.001644432544708252
1434240000000,0.002179443836212158
1434290000000,0.0021933317184448242
1434290000000,0.0023030638694763184
1434290000000,0.0006303191184997559
1434330000000,0.001032710075378418
1434330000000,0.001340627670288086
1434340000000,0.0004997849464416504
1434360000000,0.0017022490501403809
1434410000000,0.0009897351264953613
1434410000000,0.0012416839599609375
1434450000000,0.0008589029312133789
1434450000000,0.00042194128036499023
1434510000000,0.0013411641120910645
1434510000000,0.0007785558700561523
1434510000000,0.00017887353897094727
1434550000000,0.00010460615158081055
1434550000000,-0.0002944469451904297
1434560000000,0.0009223818778991699
1434580000000,0.0004914402961730957
1434620000000,-6.461143493652344e-05
1434620000000,-0.00017392635345458984
1434670000000,0.0012226700782775879
1434670000000,0.0008151531219482422
1434710000000,-0.0006181001663208008
1434710000000,2.9981136322021484e-05
1434760000000,0.00016677379608154297
1434760000000,0.0008541345596313477
1434760000000,0.00011247396469116211
1434810000000,0.0012968182563781738
1434810000000,-0.00025725364685058594
1434820000000,0.0005909204483032227
1434840000000,-0.0006974935531616211
1434880000000,6.890296936035156e-05
1434880000000,0.00044214725494384766
1434920000000,-0.00033867359161376953
1434920000000,0.001048266887664795
1434970000000,-4.410743713378906e-05
1434970000000,-1.7762184143066406e-05
1435010000000,-0.0006412267684936523
1435010000000,-0.0002897977828979492
1435060000000,-0.00023365020751953125
1435060000000,-0.00034165382385253906
1435100000000,-0.0016089677810668945
1435100000000,-0.0003306865692138672
1435100000000,-0.0009123086929321289
1435150000000,-0.00010442733764648438
1435150000000,0.00011777877807617188
1435160000000,-0.0016695261001586914
1435180000000,-0.00183868408203125
1435220000000,-0.0006940364837646484
1435220000000,-0.00022840499877929688
1435270000000,-0.0014853477478027344
1435270000000,0.00024300813674926758
1435320000000,0.00010454654693603516
1435320000000,5.066394805908203e-06
1435320000000,-0.0003769397735595703
1435360000000,0.0012665390968322754
1435360000000,0.0014598369598388672
1435390000000,0.0008214712142944336
1435400000000,0.0005804896354675293
1435440000000,0.000991225242614746
1435440000000,0.0009821653366088867
1435490000000,0.0013340115547180176
1435490000000,0.0012848973274230957
1435540000000,0.0019262433052062988
1435540000000,0.0014128684997558594
1435570000000,0.0012701153755187988
1435570000000,0.0007891058921813965
1435600000000,0.002367377281188965
1435600000000,0.0019268393516540527
1435640000000,0.0016379952430725098
1435640000000,0.0013609528541564941
1435670000000,0.0019832849502563477
1435680000000,0.0012842416763305664
1435720000000,0.0026102662086486816
1435720000000,0.002590775489807129
1435770000000,0.002395153045654297
1435770000000,0.0018224716186523438
1435820000000,0.003240048885345459
1435820000000,0.0023270845413208008
1435860000000,0.003890395164489746
1435860000000,0.0043326616287231445
1435860000000,0.0049163103103637695
1435910000000,0.006218910217285156
1435910000000,0.005760073661804199
1435920000000,0.005423188209533691
1435940000000,0.0035979151725769043
1435980000000,0.004649102687835693
1435980000000,0.0030347108840942383
1436020000000,0.0026634931564331055
1436020000000,0.0019639134407043457
1436070000000,-0.001250624656677246
1436070000000,-0.0003180503845214844
1436110000000,-0.0016567707061767578
1436110000000,-0.0004925727844238281
1436150000000,-0.0006006956100463867
1436150000000,-0.0004394054412841797
1436200000000,0.0005084872245788574
1436200000000,2.2470951080322266e-05
1436240000000,0.0010605454444885254
1436240000000,0.0013885498046875
1436240000000,0.0014270544052124023
1436290000000,0.0005857348442077637
1436290000000,0.002154052257537842
1436300000000,0.0019469857215881348
1436320000000,0.003770589828491211
1436360000000,0.002762317657470703
1436380000000,0.0031761527061462402
1436380000000,0.002665698528289795
1436420000000,0.004252135753631592
1436420000000,0.004027903079986572
1436470000000,0.0036498308181762695
1436470000000,0.00397944450378418
1436530000000,0.0038121938705444336
1436530000000,0.004495680332183838
1436530000000,0.0035787224769592285
1436570000000,0.004968166351318359
1436570000000,0.0040967464447021484
1436580000000,0.004777073860168457
1436600000000,0.004630744457244873
1436640000000,0.005807042121887207
1436690000000,0.004966795444488525
1436690000000,0.0055425167083740234
1436690000000,0.00328671932220459
1436740000000,0.0021982192993164062
1436740000000,0.0022325515747070312
1436740000000,0.0018241405487060547
1436780000000,0.0027741193771362305
1436780000000,0.0022667646408081055
1436800000000,0.0024951696395874023
1436820000000,0.0025309324264526367
1436860000000,0.0021595358848571777
1436860000000,0.0028061270713806152
1436900000000,0.002814650535583496
1436900000000,0.0025352835655212402
1436950000000,0.0027489066123962402
1436950000000,0.0025659799575805664
1437000000000,0.0032652616500854492
1437000000000,0.004080057144165039
1437040000000,0.003166496753692627
1437040000000,0.0032898783683776855
1437040000000,0.0047110915184021
1437090000000,0.003454267978668213
1437090000000,0.0031024813652038574
1437100000000,0.0034608840942382812
1437120000000,0.002663254737854004
1437170000000,0.003377258777618408
1437170000000,0.002278923988342285
1437210000000,0.0027152299880981445
1437210000000,0.004088759422302246
1437250000000,0.003918349742889404
1437250000000,0.0033197402954101562
1437300000000,0.002230226993560791
1437300000000,0.002631962299346924
1437300000000,0.0031104087829589844
1437350000000,0.003196537494659424
1437350000000,0.0016793012619018555
1437360000000,0.002170860767364502
1437370000000,0.0008680224418640137
1437420000000,0.0016806721687316895
1437420000000,0.001266777515411377
1437460000000,0.0017108321189880371
1437460000000,0.0011313557624816895
1437510000000,0.0018105506896972656
1437510000000,0.00167769193649292
1437560000000,0.0023651123046875
1437560000000,0.0013765692710876465
1437560000000,0.0012203454971313477
1437600000000,0.0007048249244689941
1437600000000,0.0017070174217224121
1437620000000,0.0011667609214782715
1437640000000,0.0017525553703308105
1437690000000,0.0018735527992248535
1437690000000,0.0014382004737854004
1437730000000,0.002107560634613037
1437730000000,0.0013617873191833496
1437780000000,0.0019852519035339355
1437780000000,0.0015293359756469727
1437780000000,0.0011494159698486328
1437830000000,0.0014469027519226074
1437830000000,0.0024116039276123047
1437840000000,0.0016272664070129395
1437860000000,0.002003788948059082
1437900000000,0.0021855831146240234
1437900000000,0.0011820793151855469
1437950000000,0.0020236968994140625
1437950000000,0.001260995864868164
1438000000000,0.0017568469047546387
1438000000000,0.001806020736694336
1438040000000,0.0018665790557861328
1438040000000,0.0009171962738037109
1438090000000,0.001582503318786621
1438090000000,0.0021249055862426758
1438090000000,0.0014619231224060059
1438130000000,0.002087235450744629
1438130000000,0.002516806125640869
1438140000000,0.002472519874572754
1438160000000,0.0021544694900512695
1438200000000,0.0022237300872802734
1438200000000,0.0037748217582702637
1438250000000,0.0022368431091308594
1438250000000,0.0020813345909118652
1438290000000,0.0019939541816711426
1438290000000,0.0014581680297851562
1438340000000,0.001764535903930664
1438340000000,0.003167271614074707
1438340000000,0.0023345947265625
1438380000000,0.0019905567169189453
1438380000000,0.001910090446472168
1438400000000,0.0033935904502868652
1438420000000,0.0026921629905700684
1438460000000,0.001896977424621582
1438460000000,0.0025877952575683594
1438510000000,0.0015946626663208008
1438510000000,0.00185471773147583
1438560000000,0.0025716423988342285
1438560000000,0.0019087791442871094
1438600000000,0.002329111099243164
1438600000000,0.0024997591972351074
1438640000000,0.0022728443145751953
1438640000000,0.002353072166442871
1438640000000,0.002056121826171875
1438680000000,0.002810657024383545
1438680000000,0.0017972588539123535
1438700000000,0.0032643675804138184
1438720000000,0.002053380012512207
1438750000000,0.002318859100341797
1438810000000,0.0049204230308532715
1438810000000,0.002306640148162842
1438810000000,0.002416670322418213
1438850000000,0.0028867721557617188
1438850000000,0.0036840438842773438
1438860000000,0.0034226179122924805
1438880000000,0.002813577651977539
1438920000000,0.001600801944732666
1438920000000,0.00416940450668335
1438960000000,0.0035064220428466797
1438960000000,0.0024422407150268555
1439010000000,0.002496063709259033
1439010000000,0.002090156078338623
1439060000000,0.0014306306838989258
1439060000000,0.0029378533363342285
1439110000000,0.0027423501014709473
1439110000000,0.003403902053833008
1439110000000,0.0028377175331115723
1439150000000,0.0028508901596069336
1439150000000,0.003172576427459717
1439160000000,0.0026332736015319824
1439180000000,0.0023339390754699707
1439220000000,0.002114236354827881
1439220000000,0.0024682283401489258
1439270000000,0.0032726526260375977
1439270000000,0.002879619598388672
1439310000000,0.0031052827835083008
1439310000000,0.0023003816604614258
1439340000000,0.003350198268890381
1439340000000,0.0031905174255371094
1439380000000,0.0031938552856445312
1439380000000,0.003184974193572998
1439420000000,0.002230703830718994
1439420000000,0.0038947463035583496
1439470000000,0.0034362077713012695
1439470000000,0.0028197765350341797
1439510000000,0.0015189647674560547
1439510000000,0.0028888583183288574
1439560000000,0.001460433006286621
1439560000000,0.0031856298446655273
1439560000000,0.0029997825622558594
1439600000000,0.0022376179695129395
1439600000000,0.0013416409492492676
1439640000000,0.0018763542175292969
1439680000000,0.0016748309135437012
1439680000000,0.0011365413665771484
1439720000000,0.002047240734100342
1439720000000,0.0013676285743713379
1439770000000,0.001522362232208252
1439770000000,0.0026823878288269043
1439770000000,0.00287783145904541
1439800000000,0.003115355968475342
1439800000000,0.0024192333221435547
1439820000000,0.0020164847373962402
1439840000000,0.0035283565521240234
1439880000000,0.0031839609146118164
1439880000000,0.0019090771675109863
1439930000000,0.002353847026824951
1439930000000,0.001109004020690918
1439970000000,0.003131568431854248
1439970000000,0.0010120272636413574
1440020000000,0.0018648505210876465
1440020000000,0.0029032230377197266
1440020000000,0.0019577741622924805
1440070000000,0.000854194164276123
1440070000000,0.0017728805541992188
1440090000000,0.002064943313598633
1440100000000,0.0017336606979370117
1440140000000,0.001186072826385498
1440140000000,0.001606762409210205
1440190000000,0.000680387020111084
1440190000000,0.0010824799537658691
1440230000000,0.000261843204498291
1440230000000,0.0014707446098327637
1440280000000,0.0017238855361938477
1440280000000,0.0011325478553771973
1440280000000,0.0017645955085754395
1440330000000,0.0003972053527832031
1440330000000,0.0008322000503540039
1440350000000,0.0009420514106750488
1440360000000,0.001311957836151123
1440390000000,0.0005561113357543945
1440430000000,0.0008172988891601562
1440430000000,-0.0011636018753051758
1440490000000,-0.0005110502243041992
1440490000000,-0.0009926557540893555
1440490000000,0.0005875825881958008
1440540000000,0.0004698634147644043
1440540000000,-0.0009729862213134766
1440540000000,-0.001562356948852539
1440560000000,-0.0020765066146850586
1440600000000,-0.0021480321884155273
1440600000000,-0.0013450384140014648
1440650000000,7.3909759521484375e-06
1440650000000,-0.0012339353561401367
1440690000000,-0.0008978843688964844
1440690000000,-0.0009975433349609375
1440740000000,0.00013589859008789062
1440740000000,-0.0016634464263916016
1440790000000,-0.002377033233642578
1440790000000,-0.0022389888763427734
1440790000000,-0.0012903213500976562
1440820000000,-0.0015697479248046875
1440830000000,-0.0023429393768310547
1440840000000,-0.0023682117462158203
1440860000000,-0.0020726919174194336
1440900000000,-0.0009984970092773438
1440900000000,-6.473064422607422e-05
1440950000000,-0.0010482072830200195
1440950000000,-0.0013103485107421875
1441000000000,-0.00016999244689941406
1441000000000,-0.0014450550079345703
1441040000000,-0.001997828483581543
1441040000000,-0.0018117427825927734
1441040000000,-0.0019682645797729492
1441090000000,-0.0028966665267944336
1441090000000,-0.0025299787521362305
1441100000000,-0.0024787187576293945
1441120000000,-0.003066420555114746
1441160000000,-0.0022548437118530273
