%time,field.data
600750000000,-1.0183212757110596
600780000000,-1.0183672904968262
600800000000,-1.0171632766723633
600820000000,-1.0159015655517578
600860000000,-1.0135741233825684
600860000000,-1.0100414752960205
600910000000,-1.0059309005737305
600910000000,-1.004023790359497
600960000000,-0.9986666440963745
600960000000,-0.9919819831848145
601010000000,-0.9818750619888306
601010000000,-0.968052864074707
601010000000,-0.9558347463607788
601050000000,-0.9443365335464478
601050000000,-0.9334108829498291
601060000000,-0.9238768815994263
601090000000,-0.9101566076278687
601140000000,-0.9059932231903076
601140000000,-0.9005271196365356
601190000000,-0.8958101272583008
601190000000,-0.8944326639175415
601190000000,-0.8926688432693481
601230000000,-0.8902934789657593
601230000000,-0.8893121480941772
601240000000,-0.886479377746582
601260000000,-0.883849024772644
601300000000,-0.8809242248535156
601300000000,-0.8767400979995728
601340000000,-0.872528076171875
601340000000,-0.8705122470855713
601390000000,-0.8662713766098022
601390000000,-0.8564835786819458
601430000000,-0.8488926887512207
601430000000,-0.8457739353179932
601480000000,-0.8369169235229492
601480000000,-0.8268532752990723
601480000000,-0.8172146081924438
601530000000,-0.8117977380752563
601530000000,-0.8060498237609863
601540000000,-0.8019682168960571
601560000000,-0.7957412004470825
601600000000,-0.7887204885482788
601600000000,-0.784709095954895
601650000000,-0.7795370817184448
601650000000,-0.7743852138519287
601700000000,-0.7692755460739136
601700000000,-0.7616629600524902
601700000000,-0.7580819129943848
601740000000,-0.7491327524185181
601740000000,-0.7414299249649048
601760000000,-0.7380582094192505
601770000000,-0.7331830263137817
601820000000,-0.727849006652832
601820000000,-0.7209069728851318
601870000000,-0.7156301736831665
601870000000,-0.7092545032501221
601920000000,-0.7036272287368774
601920000000,-0.7011667490005493
601960000000,-0.6953157186508179
601960000000,-0.687737226486206
601990000000,-0.6843003034591675
601990000000,-0.6743994951248169
602030000000,-0.6674370765686035
602030000000,-0.665246844291687
602060000000,-0.6553962230682373
602070000000,-0.649492621421814
602090000000,-0.6428900957107544
602150000000,-0.640312910079956
602150000000,-0.6352725028991699
602150000000,-0.6301025152206421
602190000000,-0.6250437498092651
602190000000,-0.6140691041946411
602200000000,-0.611870527267456
602220000000,-0.6029708385467529
602260000000,-0.6009423732757568
